property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,area,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,godrej nature plus,sector 33,1.3 Crore,8349.0,Super Built up area 1557(144.65 sq.m.),3.0,2.0,,18.0,North,New Property,,,,,0,0,0,0,0,0,38
flat,umang monsoon breeze,sector 78,69 Lac,5390.0,Carpet area: 1280 (118.92 sq.m.),2.0,2.0,2.0,11.0,,Moderately Old,,,,,0,0,0,0,0,0,60
flat,tulip violet4.3 ?,sector 69,1.68 Crore,8358.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2.0,2.0,North-West,Relatively New,,,,,0,0,0,1,0,0,112
flat,sare homes,sector 92,80 Lac,4694.0,Carpet area: 1704 (158.31 sq.m.),4.0,4.0,3.0,1.0,North-East,Moderately Old,,,,,0,0,0,0,0,0,77
flat,bestech park view grand spa4.3 ?,sector 81,2.4 Crore,9022.0,Super Built up area 2660(247.12 sq.m.),3.0,4.0,,8.0,North,New Property,,,,,1,1,0,0,0,1,167
flat,signature global park4.0 ?,sohna road,83 Lac,7410.0,Carpet area: 1120 (104.05 sq.m.),3.0,2.0,2.0,1.0,,New Property,,,,,0,0,0,0,0,0,16
flat,dlf new town heights 13.9 ?,sector 90,1.6 Crore,6768.0,Super Built up area 2364(219.62 sq.m.),4.0,4.0,,10.0,West,Relatively New,,,,,0,1,0,1,0,0,88
house,dlf city phase 1,sector 26,5.5,30556.0,Plot area 200(167.23 sq.m.),4 Bedrooms,4.0,3,2.0,North-East,Moderately Old,1800.0,,1800.0,,1,1,0,1,0,0,69
flat,dlf regal gardens3.9 ?,sector 90,1.2 Crore,6837.0,Super Built up area 1755(163.04 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,,15.0,South-West,Relatively New,,,,,0,0,0,0,0,0,118
flat,tata primanti4.1 ?,sector 72,3.5 Crore,11428.0,Built Up area: 2625 (243.87 sq.m.),4.0,5.0,,10.0,West,Relatively New,,,,,0,1,0,0,1,0,38
flat,ramsons kshitij3.7 ?,sector 95,30 Lac,3158.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),2.0,2.0,1.0,11.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,ats triumph3.9 ?,sector 104,1.73 Crore,7554.0,Super Built up area 2290(212.75 sq.m.),3.0,4.0,,15.0,North-East,Relatively New,,,,,0,1,0,0,0,0,159
flat,tata primanti4.1 ?,sector 72,4.1 Crore,14100.0,Super Built up area 2905(269.88 sq.m.),4.0,5.0,,39.0,,New Property,,,,,0,1,0,0,1,0,103
flat,divya apartments,sector 6,60 Lac,7594.0,Built Up area: 790 (73.39 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,,2.0,South-West,Relatively New,,,,,0,0,0,0,0,1,15
flat,hcbs sports ville,sector 2,35 Lac,4375.0,Built Up area: 800 (74.32 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,2.0,8.0,East,Relatively New,,,,,0,0,0,0,0,0,37
flat,greenopolis,sector 89,89.77 Lac,4700.0,Built Up area: 1910 (177.44 sq.m.),3.0,3.0,,14.0,,Under Construction,,,,,0,0,0,0,0,0,67
flat,the nav manesar apartment,sector 1,85 Lac,3953.0,Super Built up area 2150(199.74 sq.m.),3.0,3.0,,5.0,North-East,Moderately Old,,,,,0,1,0,0,0,0,5
flat,mvn athens3.7 ?,sohna road,24 Lac,7056.0,Carpet area: 340.09 (31.6 sq.m.),1.0,1.0,1.0,12.0,West,Relatively New,,,,,0,0,0,0,0,0,66
flat,emaar gurgaon greens4.1 ?,sector 102,1.52 Crore,9212.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3.0,7.0,North-West,Relatively New,,,,,0,1,0,0,0,1,137
house,independent,sector 37d,2.5,13157.0,Plot area 1900(176.52 sq.m.),5 Bedrooms,5.0,3+,2.0,,Relatively New,1900.0,,1900.0,,0,0,0,0,0,0,0
flat,vatika gurgaon 213.7 ?,sector 83,1.19 Crore,7437.0,Carpet area: 1600 (148.64 sq.m.),3.0,3.0,2.0,10.0,South,Relatively New,,,,,0,1,0,0,0,1,35
house,independent,sector 57,6.21,23000.0,Plot area 300(250.84 sq.m.),6 Bedrooms,6.0,3+,4.0,North-East,Old Property,2700.0,,2700.0,,1,1,1,1,0,0,52
flat,unitech uniworld gardens3.8 ?,sector 47,2.4 Crore,11505.0,Super Built up area 2086(193.8 sq.m.),3.0,3.0,,10.0,,Moderately Old,,,,,0,1,0,0,0,1,120
house,international city by sobha phase 2,sector 109,11.25,25000.0,Plot area 500(418.06 sq.m.),7 Bedrooms,5.0,3+,4.0,North-East,Relatively New,4500.0,,4500.0,,1,1,0,1,0,0,42
flat,signature global city,sector 37d,68 Lac,11724.0,Carpet area: 580 (53.88 sq.m.),2.0,2.0,3.0,9.0,,New Property,,,,,0,0,0,0,1,0,58
house,independent,sector 3 phase 3 extension,0.5,11111.0,Plot area 450(41.81 sq.m.),5 Bedrooms,3.0,3,3.0,,Moderately Old,450.0,,450.0,,0,0,0,0,0,0,0
flat,signature global synera3.4 ?,sector 81,50 Lac,7886.0,Carpet area: 634 (58.9 sq.m.),2.0,2.0,1.0,11.0,East,New Property,,,,,0,0,0,0,0,2,97
flat,tarc maceo3.8 ?,sector 91,96 Lac,5413.0,Super Built up area 1404(130.44 sq.m.),2.0,2.0,,8.0,East,Moderately Old,,,,,0,0,0,0,0,0,85
flat,experion the heartsong3.9 ?,sector 108,3 Crore,18392.0,Super Built up area 2779(258.18 sq.m.)Built Up area: 2204.25 sq.ft. (204.78 sq.m.)Carpet area: 1631.07 sq.ft. (151.53 sq.m.),4.0,5.0,,2.0,South-West,Relatively New,,,,,0,1,0,0,0,2,149
house,independent,sector 7,0.9,10000.0,Plot area 100(83.61 sq.m.),6 Bedrooms,4.0,3,3.0,North-East,Old Property,900.0,,900.0,,0,1,0,0,1,1,44
flat,m3m skywalk,sector 74,1.48 Crore,12333.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3.0,13.0,North-East,Relatively New,,,,,0,0,1,0,0,0,158
flat,experion the heartsong3.9 ?,sector 108,1.25 Crore,9259.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3.0,1.0,South-East,Relatively New,,,,,0,1,0,1,0,0,174
flat,smart world gems,sector 89,1.71 Crore,12000.0,Built Up area: 1423 (132.2 sq.m.),3.0,2.0,,3.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,m3m skywalk,sector 74,1.52 Crore,13342.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1139.2 sq.ft. (105.84 sq.m.),2.0,2.0,3.0,6.0,South-East,Relatively New,,,,,0,0,1,0,0,0,174
house,independent,sector 43,5.5,2716.0,Plot area 215(179.77 sq.m.)Built Up area: 2850 sq.yards (2382.96 sq.m.)Carpet area: 2250 sq.yards (1881.29 sq.m.),8 Bedrooms,7.0,3+,3.0,East,Moderately Old,20250.0,,215.0,,1,1,0,1,1,1,123
house,suncity essel towers4.2 ?,sector 28,6.0,22222.0,Plot area 300(250.84 sq.m.),4 Bedrooms,4.0,3+,3.0,East,Old Property,2700.0,,2700.0,,1,0,0,0,0,1,89
flat,bptp terra3.8 ?,sector 37d,1.6 Crore,7302.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,3.0,,7.0,North,Relatively New,,,,,0,0,0,0,1,1,139
flat,m3m soulitude,sector 89,1.28 Crore,8827.0,Carpet area: 1450 (134.71 sq.m.),3.0,3.0,2.0,4.0,,Undefined,,,,,1,0,0,0,0,0,114
flat,tulip violet4.2 ?,sector 69,1.68 Crore,8348.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2.0,1.0,South-West,Relatively New,,,,,0,0,0,1,0,0,102
flat,siddhi vinayak apartments,sector 55,1.44 Crore,9600.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,2.0,6.0,South,Moderately Old,,,,,0,0,0,0,1,1,47
house,experion windchants3.8 ?,sector 112,7.46,10260.0,Built Up area: 6350 (589.93 sq.m.),4 Bedrooms,4.0,3+,2.0,East,Relatively New,7271.0,,,,0,1,0,1,0,1,62
house,independent,sector 14,4.15,18444.0,Plot area 250(209.03 sq.m.),5 Bedrooms,4.0,2,2.0,North-West,Old Property,2250.0,,2250.0,,0,0,0,0,0,1,51
flat,ats kocoon,sector 109,1.6 Crore,9169.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3.0,10.0,North,Relatively New,,,,,0,0,0,0,0,0,86
flat,la vida by tata housing,sector 113,2.48 Crore,14090.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1980 sq.ft. (183.95 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3.0,3.0,,8.0,,New Property,,,,,0,1,0,0,0,0,79
house,saksham welfare association,sector 22,4.7,19847.0,Plot area 220Built Up area: 170 sq.m.Carpet area: 160 sq.m.,6 Bedrooms,6.0,3+,2.0,West,Old Property,2368.0,,2354.0,,0,0,1,1,0,1,106
flat,capital residences 360,sector 70a,1.68 Crore,8502.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3.0,3.0,,5.0,North-East,New Property,,,,,0,1,0,0,0,0,141
flat,tulip violet4.3 ?,sector 69,2.05 Crore,9950.0,Super Built up area 2087(193.89 sq.m.),4.0,4.0,2.0,0.0,North-West,Relatively New,,,,,0,0,0,0,0,0,157
flat,signature global solera3.7 ?,sector 107,27.75 Lac,5674.0,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2.0,6.0,West,Relatively New,,,,,0,0,0,0,0,0,45
house,independent,sector 50,6.5,21667.0,Built Up area: 3000 (278.71 sq.m.),5 Bedrooms,6.0,0,1.0,,Undefined,3000.0,,,,0,0,0,0,0,0,0
flat,bestech park view sanskruti4.1 ?,sector 92,1.55 Crore,9687.0,Super Built up area 1995(185.34 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3.0,17.0,,Relatively New,,,,,0,1,0,0,0,1,60
flat,chintels paradiso3.9 ?,sector 109,1.8 Crore,8866.0,Super Built up area 2030(188.59 sq.m.)Carpet area: 1785 sq.ft. (165.83 sq.m.),3.0,3.0,2.0,0.0,East,Moderately Old,,,,,0,1,0,0,0,0,83
house,uppal southend4.0 ?,sector 49,3.75,25562.0,Built Up area: 163 (136.29 sq.m.),6 Bedrooms,6.0,3+,3.0,East,Moderately Old,1467.0,,,,1,0,0,0,0,1,26
flat,lavanya apartments,sector 81,90 Lac,5056.0,Built Up area: 1780 (165.37 sq.m.),3.0,3.0,,7.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,signature global city 81,sector 81,82.5 Lac,8639.0,Built Up area: 955 (88.72 sq.m.)Carpet area: 565 sq.ft. (52.49 sq.m.),2.0,2.0,3.0,2.0,East,Undefined,,,,,0,0,0,0,0,0,0
flat,godrej nature plus,sector 33,1.55 Crore,9955.0,Carpet area: 1557 (144.65 sq.m.),3.0,2.0,,8.0,East,New Property,,,,,0,0,0,0,0,0,43
flat,ss the leaf3.8 ?,sector 85,2.15 Crore,8928.0,Super Built up area 2408(223.71 sq.m.),3.0,5.0,3.0,2.0,,New Property,,,,,0,0,0,0,0,0,0
flat,la vida by tata housing,sector 113,2.78 Crore,11346.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2599 sq.ft. (241.46 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),3.0,3.0,3.0,3.0,North,New Property,,,,,1,1,0,0,0,0,174
house,independent,sector 11,2.1,17284.0,Plot area 135(112.88 sq.m.),6 Bedrooms,6.0,3+,3.0,,Relatively New,1215.0,,1215.0,,0,0,0,0,0,0,14
house,unitech uniworld resorts,sector 33,,,nan,,,,,,Undefined,,,,,0,0,0,0,0,0,0
flat,dlf regal gardens3.9 ?,sector 90,1.29 Crore,7103.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1817 sq.ft. (168.8 sq.m.)Carpet area: 1816 sq.ft. (168.71 sq.m.),3.0,3.0,,12.0,South-East,Relatively New,,,,,0,1,0,0,0,0,152
house,ansals palam vihar,sector 2,5.0,12500.0,Built Up area: 4000 (371.61 sq.m.),6 Bedrooms,4.0,0,3.0,,Undefined,4000.0,,,,0,0,0,0,0,0,0
flat,sare green parc 2,sector 92,75 Lac,4745.0,Super Built up area 1454(135.08 sq.m.)Built Up area: 1415 sq.ft. (131.46 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3.0,2.0,East,Relatively New,,,,,0,0,0,0,1,1,49
house,independent,sector 105,0.5,50000.0,Built Up area: 100 (9.29 sq.m.),2 Bedrooms,2.0,0,1.0,,Undefined,100.0,,,,0,0,0,0,0,0,0
house,independent,sector 25,10.85,38150.0,Plot area 316(264.22 sq.m.),6 Bedrooms,6.0,1,3.0,North-East,Relatively New,2844.0,,2844.0,,0,0,1,0,0,1,136
house,not applicable,sector 4,0.75,11718.0,Plot area 640(59.46 sq.m.),5 Bedrooms,4.0,3,2.0,,Moderately Old,640.0,,640.0,,0,0,0,0,0,0,0
flat,signature global park4.0 ?,sohna road,67 Lac,5537.0,Super Built up area 1210(112.41 sq.m.),2.0,2.0,3.0,4.0,North-East,Relatively New,,,,,0,0,0,1,0,0,127
flat,signature global solera3.7 ?,sector 107,52 Lac,8062.0,Carpet area: 645 (59.92 sq.m.),3.0,2.0,2.0,5.0,East,Relatively New,,,,,0,0,0,0,1,0,15
flat,ats kocoon,sector 109,1.7 Crore,9742.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,3.0,21.0,West,Moderately Old,,,,,0,0,0,0,0,0,49
flat,adani aangan arcade,sector 89,50 Lac,7763.0,Built Up area: 672 (62.43 sq.m.)Carpet area: 644 sq.ft. (59.83 sq.m.),2.0,2.0,1.0,4.0,,Relatively New,,,,,0,0,0,0,0,2,69
flat,emaar gurgaon greens4.1 ?,sector 102,1.3 Crore,7878.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1155 sq.ft. (107.3 sq.m.),3.0,3.0,3.0,7.0,North-East,Relatively New,,,,,0,1,0,0,0,0,93
flat,godrej nature plus,sector 33,1.08 Crore,13126.0,Carpet area: 76.44,2.0,2.0,3.0,8.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,ambience lagoon3.9 ?,sector 24,5.8 Crore,12500.0,Built Up area: 3700 (343.74 sq.m.),3.0,4.0,,9.0,North-East,Old Property,,,,,1,1,0,1,1,2,68
flat,central park flower valley aqua front towers,sector 33,2.1 Crore,11738.0,Super Built up area 1789(166.2 sq.m.),3.0,3.0,2.0,6.0,,Under Construction,,,,,0,0,0,0,0,0,24
flat,sare crescent parc3.5 ?,sector 92,95 Lac,5013.0,Built Up area: 1895 (176.05 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),4.0,5.0,,13.0,North,Undefined,,,,,0,0,0,0,0,0,0
flat,ireo the corridors,sector 67a,1.5 Crore,11111.0,Carpet area: 1350 (125.42 sq.m.),2.0,2.0,2.0,10.0,,Relatively New,,,,,0,0,1,0,0,1,38
flat,smart world gems,sector 89,97 Lac,8794.0,Built Up area: 1103 (102.47 sq.m.),2.0,2.0,,2.0,East,New Property,,,,,0,0,0,0,0,0,49
flat,vatika gurgaon 213.7 ?,sector 83,95 Lac,6574.0,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3.0,5.0,South,Relatively New,,,,,0,0,0,0,0,1,96
flat,smart world gems,sector 89,86 Lac,7796.0,Super Built up area 1103(102.47 sq.m.),2.0,3.0,3.0,4.0,,Under Construction,,,,,0,0,0,0,0,0,0
flat,pyramid urban homes 2,sector 86,50 Lac,8319.0,Carpet area: 601 (55.83 sq.m.),2.0,2.0,1.0,2.0,East,Relatively New,,,,,0,0,0,0,0,0,35
flat,elan the presidential,sector 106,3.9 Crore,15918.0,Built Up area: 2450 (227.61 sq.m.),3.0,3.0,,20.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,experion the heartsong3.9 ?,sector 108,87 Lac,11845.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2.0,3.0,3.0,2.0,South-West,Relatively New,,,,,0,1,0,0,0,1,123
flat,bestech park view spa next4.0 ?,sector 67,3.32 Crore,12599.0,Super Built up area 2635(244.8 sq.m.),4.0,5.0,,12.0,West,Moderately Old,,,,,0,1,0,0,0,1,174
flat,mapsko mount ville4.1 ?,sector 79,1.3 Crore,8024.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),3.0,3.0,2.0,6.0,West,Relatively New,,,,,1,0,0,1,0,0,151
flat,pioneer araya3.8 ?,sector 62,8.35 Crore,19513.0,Super Built up area 4279(397.53 sq.m.),4.0,6.0,3.0,16.0,East,Relatively New,,,,,0,1,0,1,0,0,153
flat,bptp terra3.8 ?,sector 37d,1.72 Crore,9497.0,Super Built up area 1811(168.25 sq.m.)Carpet area: 996.3 sq.ft. (92.56 sq.m.),3.0,3.0,3.0,9.0,South,Relatively New,,,,,1,0,0,0,0,1,24
house,vipul tatvam villa,sector 48,7.25,27971.0,Plot area 288(240.8 sq.m.),3 Bedrooms,4.0,2,2.0,South,Moderately Old,2592.0,,2592.0,,1,1,1,1,0,1,115
flat,ireo victory valley4.1 ?,sector 67,3.15 Crore,12846.0,Super Built up area 2452(227.8 sq.m.),3.0,4.0,,15.0,South,Relatively New,,,,,0,1,0,1,0,1,149
house,independent,sector 57,3.6,20833.0,Plot area 192(160.54 sq.m.),4 Bedrooms,4.0,2,2.0,South,Old Property,1728.0,,1728.0,,1,1,1,1,0,0,110
flat,supertech hues,sector 68,1 Crore,8474.0,Carpet area: 1180 (109.63 sq.m.),2.0,2.0,3.0,23.0,,New Property,,,,,0,0,0,0,0,0,49
flat,godrej nature plus,sector 33,1.65 Crore,8266.0,Carpet area: 1996 (185.43 sq.m.),3.0,3.0,3.0,2.0,,Undefined,,,,,0,1,0,0,0,0,37
house,independent,sector 3,3.5,9210.0,Built Up area: 3800 (353.03 sq.m.),1 Bedroom,1.0,0,1.0,,Undefined,3800.0,,,,0,0,0,0,0,0,0
flat,ramsons kshitij3.7 ?,sector 95,28 Lac,3650.0,Super Built up area 767(71.26 sq.m.),2.0,2.0,2.0,5.0,North-West,New Property,,,,,0,0,0,0,1,0,0
house,independent,sector 26,17.0,37627.0,Plot area 502(419.74 sq.m.),5 Bedrooms,5.0,3+,2.0,North-East,Relatively New,4518.0,,4518.0,,1,1,1,1,0,1,124
flat,indiabulls enigma,sector 110,3.7 Crore,10882.0,Super Built up area 3400(315.87 sq.m.),4.0,5.0,3.0,7.0,South-West,Relatively New,,,,,0,1,0,0,0,0,156
flat,signature global solera3.7 ?,sector 107,35.5 Lac,6489.0,Carpet area: 547 (50.82 sq.m.),2.0,2.0,2.0,8.0,North-West,Relatively New,,,,,0,0,0,0,0,0,45
flat,dlf new town heights3.7 ?,sector 91,2 Crore,6967.0,Super Built up area 2727(253.35 sq.m.),4.0,4.0,,16.0,East,Moderately Old,,,,,1,1,0,1,0,0,65
flat,godrej 1014.0 ?,sector 79,2.01 Crore,8495.0,Super Built up area 2366(219.81 sq.m.),3.0,4.0,,6.0,East,Relatively New,,,,,0,1,0,0,0,0,158
flat,dlf the skycourt4.2 ?,sector 86,1.5 Crore,7776.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1330 sq.ft. (123.56 sq.m.),3.0,3.0,1.0,15.0,South-East,Relatively New,,,,,0,0,0,0,0,0,159
flat,imperia the esfera,sector 37c,99 Lac,5454.0,Super Built up area 1815(168.62 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1270 sq.ft. (117.99 sq.m.),3.0,5.0,,5.0,North-West,Relatively New,,,,,0,1,0,0,0,0,49
house,independent,sector 50,13.2,27155.0,Built Up area: 4861 (451.6 sq.m.),6 Bedrooms,6.0,0,2.0,,Undefined,4861.0,,,,0,0,0,0,0,0,0
house,independent,sohna road road,5.5,5093.0,Plot area 1200(1003.35 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),3 Bedrooms,3.0,3+,2.0,West,Moderately Old,10799.0,,10800.0,,1,1,0,1,1,0,49
flat,ireo victory valley4.1 ?,sector 67,3.49 Crore,13000.0,Carpet area: 2452 (227.8 sq.m.),3.0,3.0,3.0,19.0,South-East,Relatively New,,,,,0,1,0,0,0,0,103
flat,bestech park view grand spa4.3 ?,sector 81,4.7 Crore,6786.0,Super Built up area 6926(643.45 sq.m.),4.0,4.0,,19.0,North,Relatively New,,,,,0,1,0,0,0,1,140
house,eldeco mansionz,sector 48,5.15,18885.0,Plot area 303(253.35 sq.m.)Built Up area: 302 sq.yards (252.51 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5 Bedrooms,7.0,3,2.0,East,Moderately Old,2727.0,,2727.0,,0,1,0,1,0,1,145
house,independent,sector 27,8.25,45833.0,Plot area 210(175.59 sq.m.)Built Up area: 205 sq.yards (171.41 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),12 Bedrooms,12.0,3+,4.0,East,New Property,1800.0,,1890.0,,0,1,0,1,0,1,40
house,international city by sobha phase 2,sector 109,7.0,12963.0,Plot area 600(501.68 sq.m.),4 Bedrooms,4.0,3+,2.0,West,Relatively New,5400.0,,5400.0,,0,0,0,0,0,1,102
house,independent,sector 105,1.15,3285.0,Carpet area: 3500 (325.16 sq.m.),3 Bedrooms,2.0,1,1.0,,Undefined,3501.0,,,,0,0,0,0,0,0,0
flat,emaar mgf the palm drive4.1 ?,sector 66,1.51 Crore,15130.0,Super Built up area 1200(111.48 sq.m.)Built Up area: 1188 sq.ft. (110.37 sq.m.)Carpet area: 998 sq.ft. (92.72 sq.m.),2.0,2.0,2.0,5.0,North,Relatively New,,,,,0,0,0,1,0,1,82
flat,sukhshanti apartment,sector 56,1.7 Crore,7727.0,Built Up area: 2200 (204.39 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),3.0,3.0,3.0,4.0,South,Moderately Old,,,,,1,0,0,0,0,0,49
flat,ild greens4.1 ?,sector 37c,75 Lac,5245.0,Built Up area: 1430 (132.85 sq.m.),2.0,2.0,,13.0,East,Undefined,,,,,0,0,0,0,0,0,0
house,independent,sector 9,3.4,12938.0,Plot area 292(244.15 sq.m.),9 Bedrooms,9.0,3,3.0,West,Moderately Old,2628.0,,2628.0,,0,0,0,0,0,1,61
house,vipul tatvam villa,sector 48,8.4,21000.0,Plot area 4000(371.61 sq.m.),4 Bedrooms,5.0,3+,2.0,North,Moderately Old,4000.0,,4000.0,,1,1,0,1,0,1,49
flat,adani m2k oyster grande3.9 ?,sector 102,1.8 Crore,9528.0,Super Built up area 1889(175.49 sq.m.),3.0,4.0,3.0,17.0,South-East,Relatively New,,,,,0,1,0,0,0,0,49
flat,m3m soulitude,sector 89,1.33 Crore,16985.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 783 sq.ft. (72.74 sq.m.),3.0,3.0,3.0,4.0,North-West,Undefined,,,,,1,0,0,0,0,0,125
flat,city heights,sector 39,1.75 Crore,8750.0,Carpet area: 2000 (185.81 sq.m.),3.0,4.0,3.0,3.0,,Old Property,,,,,0,1,0,0,0,2,42
flat,shyam sadan,sector 3 phase 2,55 Lac,6470.0,Carpet area: 700 (65.03 sq.m.),2.0,2.0,1.0,4.0,West,Relatively New,,,,,1,0,0,0,0,1,69
flat,vasant appartments,sector 14,1.7 Crore,7391.0,Carpet area: 2300 (213.68 sq.m.),5.0,5.0,2.0,2.0,North-West,Old Property,,,,,1,0,1,1,0,2,71
flat,unitech sunbreeze,sector 69,75 Lac,6849.0,Super Built up area 1095(101.73 sq.m.),2.0,2.0,2.0,4.0,,Under Construction,,,,,0,0,0,0,0,0,0
house,independent,sector 39,5.15,14072.0,Built Up area: 340,5 Bedrooms,5.0,0,1.0,,Relatively New,3660.0,,,,0,0,0,0,0,0,0
flat,parsvnath exotica3.7 ?,sector 53,6.44 Crore,19000.0,Super Built up area 3390(314.94 sq.m.),4.0,4.0,3.0,7.0,West,Moderately Old,,,,,0,1,0,0,0,1,80
flat,ss hibiscus,sector 50,Price on Request,,Carpet area: 4800 (445.93 sq.m.),4.0,4.0,3.0,7.0,East,Moderately Old,,,,,0,1,0,0,0,0,45
flat,smart world one,dwarka expressway,1.65 Crore,5933.0,Carpet area: 2785 (258.73 sq.m.),3.0,4.0,3.0,6.0,,Under Construction,,,,,0,0,0,0,0,0,0
flat,gls arawali homes3.8 ?,sohna road,30 Lac,6243.0,Super Built up area 567(52.68 sq.m.)Carpet area: 480.53 sq.ft. (44.64 sq.m.),2.0,2.0,2.0,4.0,East,Relatively New,,,,,0,0,0,0,0,2,120
flat,aipl the peaceful homes3.9 ?,sector 70a,2.5 Crore,11627.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,,15.0,North-East,Relatively New,,,,,0,0,0,0,1,1,174
flat,signature global city 63a,sector 63a,1.65 Crore,15263.0,Super Built up area 1081(100.43 sq.m.),2.0,2.0,2.0,1.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,dlf express greens3.9 ?,manesar,1.6 Crore,6808.0,Carpet area: 2350 (218.32 sq.m.),4.0,6.0,,4.0,North-East,Relatively New,,,,,1,1,0,1,0,0,49
flat,gls arawali homes3.8 ?,sohna road,35 Lac,7000.0,Super Built up area 567(52.68 sq.m.)Built Up area: 556 sq.ft. (51.65 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,2.0,2.0,5.0,,Relatively New,,,,,0,0,0,0,0,0,30
flat,gls avenue 51,sector 92,50 Lac,7812.0,Carpet area: 640 (59.46 sq.m.),3.0,3.0,1.0,12.0,,New Property,,,,,0,0,0,0,0,2,95
flat,satya the hermitage3.5 ?,sector 103,93 Lac,6404.0,Carpet area: 1452 (134.9 sq.m.),2.0,3.0,3.0,3.0,East,Relatively New,,,,,0,1,0,0,0,1,90
house,eldeco mansionz,sector 48,6.4,23704.0,Plot area 365(305.19 sq.m.)Built Up area: 366 sq.yards (306.02 sq.m.),4 Bedrooms,4.0,3,3.0,West,Moderately Old,2700.0,,365.0,,0,1,1,0,0,1,151
house,independent,sector 104,0.45,12162.0,Plot area 370(34.37 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),4 Bedrooms,4.0,2,4.0,North,Moderately Old,370.0,,370.0,,0,0,0,0,0,1,7
flat,m3m the marina4.0 ?,sector 68,1.32 Crore,8759.0,Super Built up area 1507(140 sq.m.),2.0,2.0,3.0,15.0,North-East,Relatively New,,,,,1,0,0,0,0,0,120
